ham,spam,Unique Url,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
0,1,www.B4Utele.com,www.B4Utele.com,0,0,-1,0
0,1,www.Ldew.com.subs16+1win150ppmx3,www.Ldew.com.subs16+1win150ppmx3.,0,0,-1,0
0,1,www.SMS.ac/u/goldviking,www.SMS.ac,1034,0,200,1
0,1,http://www.vouch4me.com/etlp/dining.asp,www.vouch4me.com,0,0,-1,0
0,1,www.4-tc.biz,www.4-tc.biz,0,0,-1,0
0,1,www.getzed.co.uk,www.getzed.co.uk,0,0,-1,0
0,1,http://www.e-tlp.co.uk/reward,www.e-tlp.co.uk,0,0,-1,0
0,1,www.bridal.petticoatdreams.co.uk,www.bridal.petticoatdreams.co.uk,16066,91,200,0
0,1,www.win-82050.co.uk,www.win-82050.co.uk,0,0,-1,0
0,1,www.cnupdates.com/newsletter,www.cnupdates.com,69268,1422,200,1
0,1,www.clubzed.co.uk,www.clubzed.co.uk,0,0,-1,0
0,1,http://www.e-tlp.co.uk/expressoffer,www.e-tlp.co.uk,0,0,-1,0
0,1,www.movietrivia.tv,www.movietrivia.tv,0,0,-1,0
0,1,www.dbuk.net,www.dbuk.net,0,0,-1,0
0,1,www.80488.biz,www.80488.biz,0,0,-1,0
0,1,www.comuk.net,www.comuk.net,0,0,-1,0
0,1,www.Ldew.com1win150ppmx3age16,www.Ldew.com1win150ppmx3age16.,0,0,-1,0
0,1,www.SMS.ac/u/nat27081980,www.SMS.ac,1034,0,200,1
0,1,http://alto18.co.uk/wave/wave.asp?o=44345,alto18.co.uk,0,0,-1,0
0,1,http//www.gr8prizes.com,http.,0,0,-1,0
0,1,www.07781482378.com,www.07781482378.com,0,0,-1,0
0,1,www.telediscount.co.uk,www.telediscount.co.uk,238881,17062,200,0
0,1,www.gamb.tv,www.gamb.tv,0,0,-1,0
0,1,www.txt82228.com,www.txt82228.com,0,0,-1,0
0,1,www.flirtparty.us,www.flirtparty.us,0,0,-1,0
0,1,www.santacalling.com,www.santacalling.com,0,0,-1,0
0,1,www.regalportfolio.co.uk,www.regalportfolio.co.uk,0,0,-1,0
0,1,www.textcomp.com,www.textcomp.com,0,0,-1,0
0,1,www.cashbin.co.uk,www.cashbin.co.uk,0,0,-1,0
0,1,http://www.urawinner.com,www.urawinner.com,0,0,-1,0
0,0,http://www.wtlp.co.uk/text.,www.wtlp.co.uk,0,0,-1,0
0,1,www.Idew.com,www.Idew.com,0,0,-1,0
0,1,www.SMS.ac/u/natalie2k9,www.SMS.ac,1034,0,200,1
0,1,http://www.bubbletext.com,www.bubbletext.com,0,0,-1,0
0,1,www.phb1.com,www.phb1.com,155015,2394,200,0
0,1,www.txt43.com,www.txt43.com,114,0,200,1
0,1,www.music-trivia.net,www.music-trivia.net,0,0,-1,0
0,1,www.txt-2-shop.com,www.txt-2-shop.com,0,0,-1,0
0,1,www.SMS.ac/u/bootydelious,www.SMS.ac,1034,0,200,1
0,1,www.txttowin.co.uk,www.txttowin.co.uk,0,0,-1,0
0,1,www.Applausestore.com,www.Applausestore.com,2481,0,200,1
0,1,www.clubmoby.com,www.clubmoby.com,0,0,-1,0
0,1,www.textpod.net,www.textpod.net,0,0,-1,0
0,1,www.100percent-real.com,www.100percent-real.com,0,0,-1,0
0,1,http://gotbabes.co.uk,gotbabes.co.uk,0,0,-1,0
